City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
346,Vanimo,PG,-2.6741,141.3028,83.68,77,100,6.06,light rain
347,Adrar,MR,20.5022,-10.0711,69.69,31,0,3.29,clear sky
348,Iqaluit,CA,63.7506,-68.5145,-22.0,63,1,2.3,clear sky
349,Kieta,PG,-6.2167,155.6333,83.41,75,99,7.2,moderate rain
350,Maningrida,AU,-12.0667,134.2667,89.13,65,99,5.66,overcast clouds
351,Buraydah,SA,26.326,43.975,53.6,100,75,4.61,mist
352,Ogbomosho,NG,8.133,4.25,72.07,96,72,3.94,broken clouds
353,Mitsamiouli,KM,-11.3847,43.2844,81.5,80,4,12.35,light rain
354,Sumbe,AO,-11.2061,13.8437,75.0,77,100,3.04,overcast clouds
355,Dunedin,NZ,-45.8742,170.5036,56.35,71,23,13.2,few clouds
356,Pisco,PE,-13.7,-76.2167,71.01,83,0,11.5,clear sky
357,Honiara,SB,-9.4333,159.95,80.53,84,100,11.12,moderate rain
358,Sangar,RU,63.9242,127.4739,-43.22,77,80,4.97,broken clouds
359,Lianran,CN,24.9227,102.485,39.0,100,90,11.18,overcast clouds
360,Kamsack,CA,51.5667,-101.9009,17.6,93,75,6.91,broken clouds
361,Domoni,KM,-12.2569,44.5319,80.31,80,32,7.63,light rain
362,Kinablangan,PH,7.6947,126.5503,82.4,76,100,7.45,overcast clouds
363,Kokorevka,RU,52.5872,34.2778,36.57,96,100,9.24,moderate rain
364,Isla Mujeres,MX,21.2311,-86.731,75.99,100,75,3.91,light rain
365,Port-Cartier,CA,50.0334,-66.8654,21.2,68,90,13.8,overcast clouds
366,Leesburg,US,39.1157,-77.5636,34.0,86,1,4.61,clear sky
367,Miri,MY,4.4148,114.0089,82.4,83,40,3.44,moderate rain
368,Pierre,US,44.3683,-100.351,34.0,86,90,9.22,overcast clouds
369,Kaka,TM,37.3482,59.6143,29.52,83,0,9.84,clear sky
370,Naivasha,KE,-0.7167,36.4359,55.0,82,15,3.33,few clouds
371,Grand Island,US,40.925,-98.342,30.99,93,90,5.75,fog
372,Balagansk,RU,54.0103,103.0544,-1.93,89,95,5.17,overcast clouds
373,Khandyga,RU,62.6667,135.6,-41.64,79,68,2.57,broken clouds
374,Dali,CN,25.7,100.1833,57.83,44,85,4.23,overcast clouds
375,Port Hardy,CA,50.6996,-127.4199,48.2,76,75,24.16,broken clouds
376,Souillac,MU,-20.5167,57.5167,77.0,78,40,9.22,scattered clouds
377,Lampang,TH,18.3333,99.5,82.4,57,75,2.3,broken clouds
378,Faya,SA,18.3851,42.4509,51.8,93,20,4.61,few clouds
379,Kabanjahe,ID,3.1001,98.4908,80.6,89,75,4.61,broken clouds
380,Katobu,ID,-4.9408,122.5276,87.19,64,80,7.36,light rain
381,Victor Harbor,AU,-35.5667,138.6167,90.0,36,0,1.99,clear sky
382,Srednekolymsk,RU,67.45,153.6833,-19.32,85,96,0.51,overcast clouds
383,Deniliquin,AU,-35.5333,144.9667,88.21,23,0,2.55,clear sky
384,Rafai,CF,4.95,23.9167,61.74,40,25,2.82,scattered clouds
385,Hofn,IS,64.2539,-15.2082,34.36,84,100,15.73,overcast clouds
386,Marrakesh,MA,31.6315,-8.0083,57.2,88,75,5.75,light rain
387,Ocos,GT,14.5094,-92.1933,77.0,94,1,2.24,clear sky
388,Harrisonburg,US,38.4496,-78.8689,30.99,93,1,1.32,clear sky
389,Keti Bandar,PK,24.1447,67.4497,62.69,30,0,10.74,clear sky
390,Whitehorse,CA,60.7161,-135.0538,26.6,80,40,23.02,scattered clouds
391,Simao,CN,22.7886,100.9748,62.73,82,100,2.91,overcast clouds
392,Pakokku,MM,21.3333,95.1,80.67,44,60,6.4,broken clouds
393,Cabedelo,BR,-6.9811,-34.8339,78.8,83,20,4.61,few clouds
394,Cravo Norte,CO,6.3017,-70.2041,75.33,83,100,3.91,light rain
395,Bac Lieu,VN,9.285,105.7244,83.01,67,79,15.52,broken clouds
396,Athabasca,CA,54.7169,-113.2854,23.0,68,9,2.3,clear sky
397,Jalgaon,IN,21.0167,75.5667,71.65,83,100,4.21,light rain
398,Olga,RU,43.7444,135.2892,-2.11,68,0,11.61,clear sky
399,Faanui,PF,-16.4833,-151.75,81.09,72,5,10.09,light rain
400,Ciudad Guayana,VE,8.3533,-62.6528,75.0,90,100,3.0,overcast clouds
401,Inhambane,MZ,-23.865,35.3833,76.17,87,66,8.68,broken clouds
402,Yarensk,RU,62.1675,49.0916,-1.61,92,94,4.94,overcast clouds
403,Svetlyy,RU,54.675,20.1347,32.0,100,90,6.71,overcast clouds
404,Coroata,BR,-4.13,-44.1242,73.8,97,98,2.55,overcast clouds
405,Otradnoye,RU,59.7775,30.8181,24.8,86,75,8.95,broken clouds
406,Tecoanapa,MX,16.5167,-98.75,75.52,79,80,3.53,broken clouds
407,Carpinteria,US,34.3989,-119.5185,60.01,38,0,1.01,clear sky
408,Chateaubelair,VC,13.2833,-61.25,80.6,74,75,14.97,broken clouds
409,Lewistown,US,40.5992,-77.5714,30.99,80,1,2.64,clear sky
410,Graaff-Reinet,ZA,-32.2522,24.5308,72.05,62,0,2.53,clear sky
411,Sorong,ID,-0.8833,131.25,83.64,76,90,7.09,overcast clouds
412,Parobe,BR,-29.6286,-50.8347,73.99,87,98,3.33,overcast clouds
413,Correntina,BR,-13.3433,-44.6367,74.71,57,23,1.57,few clouds
414,Murmashi,RU,68.8154,32.8115,-2.2,84,75,3.91,broken clouds
415,Longyearbyen,SJ,78.2186,15.6401,37.4,65,75,17.27,broken clouds
416,Okhotsk,RU,59.3833,143.3,-18.44,80,20,12.26,few clouds
417,Hirara,JP,24.8,125.2833,53.6,82,75,13.8,broken clouds
418,Lopukhiv,UA,48.3653,23.9638,24.33,95,100,2.35,overcast clouds
419,Rocha,UY,-34.4833,-54.3333,65.66,54,0,5.48,clear sky
420,Safaga,EG,26.7292,33.9365,60.8,41,0,8.05,clear sky
421,Haines Junction,CA,60.7522,-137.5108,13.62,92,77,1.81,broken clouds
422,Sembe,CG,1.6481,14.5806,69.91,90,75,2.53,broken clouds
423,Arcata,US,40.8665,-124.0828,57.0,47,40,16.11,scattered clouds
424,Ust-Tsilma,RU,65.441,52.1498,-7.55,90,14,2.89,few clouds
425,Batemans Bay,AU,-35.7167,150.1833,72.0,66,44,5.01,scattered clouds
426,Naze,JP,28.3667,129.4833,51.8,66,75,12.66,light rain
427,Zatoka,UA,46.0725,30.4654,35.6,100,66,3.09,broken clouds
428,Sakassou,CI,7.4546,-5.2926,75.2,94,99,9.22,overcast clouds
429,Algiers,DZ,36.7525,3.042,51.8,100,75,6.91,broken clouds
430,Shellbrook,CA,53.2168,-106.4011,12.2,92,20,2.3,few clouds
431,Melfi,IT,40.9965,15.6514,39.2,87,40,11.5,scattered clouds
432,Laranja Da Terra,BR,-19.8989,-41.0567,71.02,88,100,1.63,overcast clouds
433,Silopi,TR,37.2497,42.4694,43.12,56,0,1.9,clear sky
434,Ulladulla,AU,-35.35,150.4667,69.01,82,90,10.36,overcast clouds
435,Sukumo,JP,32.9333,132.7333,33.98,89,97,13.56,light snow
436,Riyadh,SA,24.6877,46.7219,55.4,71,75,5.75,light rain
437,Ahipara,NZ,-35.1667,173.1667,70.52,68,22,9.13,few clouds
438,Malartic,CA,48.1335,-78.1328,5.0,92,1,5.75,clear sky
439,Taksimo,RU,56.3444,114.8794,-4.5,83,100,3.69,overcast clouds
440,Sakakah,SA,29.9697,40.2064,44.6,45,0,3.44,clear sky
441,Lufilufi,WS,-13.8745,-171.5986,87.8,74,75,10.36,light rain
442,Turan,VN,16.0678,108.2208,68.0,88,75,4.61,moderate rain
443,Glendive,US,47.1053,-104.7125,33.01,74,90,10.36,snow
444,San Angelo,US,31.4638,-100.437,43.0,52,1,4.61,clear sky
445,Manta,EC,-0.95,-80.7333,77.0,83,75,4.61,broken clouds
446,Zilair,RU,52.2332,57.4392,6.31,94,85,6.69,overcast clouds
447,Takestan,IR,36.0696,49.6959,24.8,63,0,4.61,clear sky
448,Halifax,CA,44.6453,-63.5724,32.0,87,100,8.01,overcast clouds
449,Cidreira,BR,-30.1811,-50.2056,74.98,88,100,5.61,overcast clouds
450,Waipawa,NZ,-41.4122,175.5153,61.0,88,90,16.11,overcast clouds
451,Quatre Cocos,MU,-20.2078,57.7625,80.01,78,40,9.22,scattered clouds
452,Chapais,CA,49.7834,-74.8492,8.6,85,40,11.5,light snow
453,Oksfjord,NO,70.2396,22.3479,21.2,62,46,10.36,scattered clouds
454,Along,IN,28.1667,94.7667,68.7,48,1,0.83,clear sky
455,Necochea,AR,-38.5473,-58.7368,64.0,89,22,8.28,few clouds
456,Nalut,LY,30.3333,10.85,61.52,31,100,10.04,overcast clouds
457,Talas,TR,38.6908,35.5538,28.4,86,75,3.13,broken clouds
458,Ixtapa,MX,20.7,-105.2,70.0,88,40,3.44,scattered clouds
459,Vila,PT,42.0304,-8.1588,36.0,93,0,5.75,clear sky
460,Santos Dumont,BR,-21.4567,-43.5525,72.0,91,100,4.85,overcast clouds
461,Les Cayes,HT,18.2,-73.75,72.77,82,1,4.59,clear sky
462,Puerto Escondido,MX,15.85,-97.0667,75.2,83,1,5.73,clear sky
463,Konstantinovskaya,RU,44.0456,43.1583,33.8,100,90,2.24,light snow
464,Murgab,TM,37.4966,61.9714,19.4,93,0,6.91,clear sky
465,Katangli,RU,51.7102,143.2326,-10.21,78,74,12.35,broken clouds
466,Balotra,IN,25.8333,72.2333,61.88,41,0,8.66,clear sky
467,Baracoa,CU,20.3467,-74.4958,74.03,77,68,5.08,broken clouds
468,Helmsdale,GB,58.1168,-3.6517,33.8,93,32,9.22,snow
469,Karratha,AU,-20.7377,116.8463,97.07,36,69,11.81,broken clouds
470,Elko,US,41.0002,-115.5012,33.8,60,1,5.75,clear sky
471,Yar-Sale,RU,66.8333,70.8333,-11.76,88,100,14.58,overcast clouds
472,Price,US,39.5994,-110.8107,19.4,68,1,4.61,clear sky
473,Shaunavon,CA,49.6501,-108.4181,33.8,44,0,4.61,clear sky
474,Kjollefjord,NO,70.9457,27.3465,21.09,92,4,17.9,clear sky
475,Padang,ID,-0.9492,100.3543,87.67,58,79,3.56,broken clouds
476,Kazerun,IR,29.6195,51.6541,44.82,48,13,3.65,few clouds
477,Jabinyanah,TN,35.035,10.9081,53.6,50,0,4.61,clear sky
478,Noumea,NC,-22.2763,166.4572,90.0,58,0,8.05,light rain
479,Samos,GR,37.7572,26.9769,55.4,88,20,3.44,few clouds
480,Magistralnyy,RU,56.1725,107.4458,-7.78,89,100,4.32,light snow
481,Parana,AR,-31.732,-60.5238,77.0,32,0,1.99,clear sky
482,Lengshuitan,CN,26.4111,111.5956,36.81,63,25,10.42,scattered clouds
483,Rostov-Na-Donu,RU,47.2364,39.7139,46.4,93,75,22.37,broken clouds
484,Margate,GB,51.3813,1.3862,35.01,85,93,10.92,overcast clouds
485,Qitaihe,CN,45.8,130.85,-11.33,84,54,13.44,broken clouds
486,Ayan,RU,56.45,138.1667,-14.8,73,99,6.73,overcast clouds
487,Tulua,CO,4.0847,-76.1954,73.4,73,75,8.05,broken clouds
488,Killybegs,IE,54.6333,-8.45,35.01,92,63,3.0,broken clouds
489,Selikhino,RU,50.3672,137.4996,-11.38,85,100,11.56,overcast clouds
490,Labuhan,ID,-6.8844,112.2051,80.04,78,100,6.93,overcast clouds
491,Emerald,AU,-23.5333,148.1667,78.8,78,90,14.97,overcast clouds
492,Umm Lajj,SA,25.0213,37.2685,74.52,45,0,13.51,clear sky
493,Banjarmasin,ID,-3.3244,114.591,82.4,78,20,4.61,few clouds
494,Cayenne,GF,4.9333,-52.3333,73.4,100,75,13.04,broken clouds
495,Talaya,RU,61.3833,152.75,-23.26,82,9,0.49,clear sky
496,Tougan,BF,13.0667,-3.0667,72.82,19,2,7.72,clear sky
497,Devils Lake,US,48.1128,-98.8651,32.0,93,90,5.75,mist
498,Miyako,JP,39.6367,141.9525,28.62,83,8,16.87,clear sky
499,Mazyr,BY,52.0495,29.2456,32.43,98,100,15.95,snow
500,Anuchino,RU,43.9622,133.0544,-10.01,79,100,7.14,overcast clouds
501,Bonthe,SL,7.5264,-12.505,77.94,87,80,3.69,broken clouds
502,Rawson,AR,-43.3002,-65.1023,58.95,55,0,7.49,clear sky
503,Bam,IR,29.106,58.357,39.36,49,0,9.95,clear sky
504,Oranjemund,NA,-28.55,16.4333,61.0,92,58,10.76,broken clouds
505,Gboko,NG,7.3179,8.9951,75.63,83,97,10.36,overcast clouds
506,Pemberton,CA,50.3164,-122.8027,36.0,92,99,0.74,overcast clouds
507,Lodja,CD,-3.4833,23.4333,68.36,98,100,3.29,light rain
508,Itarema,BR,-2.9248,-39.9167,80.11,79,28,14.72,scattered clouds
509,Nabire,ID,-3.3667,135.4833,86.9,62,81,5.3,broken clouds
510,Atambua,ID,-9.1061,124.8925,81.68,77,100,0.98,moderate rain
511,Nieuwpoort,BE,51.1244,2.7735,37.4,75,40,9.22,scattered clouds
512,Taoudenni,ML,22.6783,-3.9836,70.63,24,47,5.46,scattered clouds
513,Whitley Bay,GB,55.0397,-1.4471,37.99,100,90,3.44,light rain
514,Agadez,NE,19.75,10.25,68.14,24,0,6.89,clear sky
515,Whitianga,NZ,-36.8333,175.7,67.1,83,97,6.87,overcast clouds
516,Wanaka,NZ,-44.7,169.15,66.76,53,61,4.54,broken clouds
517,Verkhnevilyuysk,RU,63.4453,120.3167,-8.59,91,99,2.57,overcast clouds
518,Kavaratti,IN,10.5669,72.642,81.61,71,39,0.65,moderate rain
519,Moyale,KE,3.5167,39.0584,65.41,35,0,7.81,clear sky
520,Caravelas,BR,-17.7125,-39.2481,74.88,87,77,6.35,broken clouds
521,Pareora,NZ,-44.4871,171.2132,59.0,73,84,10.74,broken clouds
522,Kaspiyskiy,RU,45.3929,47.3707,35.42,91,100,11.23,overcast clouds
523,Bani,DO,18.2833,-70.3333,75.99,81,5,3.0,clear sky
524,The Valley,AI,18.217,-63.0578,75.99,83,75,6.91,broken clouds
525,Santa Adelia,BR,-21.2428,-48.8042,72.46,85,100,5.19,light rain
526,San Joaquin,US,37.9333,-121.3011,48.0,87,1,3.27,mist
527,Inta,RU,66.0317,60.1659,-8.91,91,11,4.9,few clouds
528,Atar,MR,20.5169,-13.0499,65.16,44,0,2.13,clear sky
529,Kaihua,CN,23.3687,104.28,38.26,72,99,8.41,overcast clouds
530,Kupang,ID,-10.1667,123.5833,84.2,84,40,4.61,light rain
531,Kijang,KR,35.2442,129.2139,21.2,25,20,13.8,few clouds
532,Porto Novo,BJ,6.4965,2.6036,79.65,84,100,7.29,overcast clouds
533,Hongjiang,CN,27.11,109.9956,37.45,69,26,5.28,scattered clouds
534,Venice,US,27.0998,-82.4543,69.01,88,90,13.8,overcast clouds
535,Dongsheng,CN,39.8161,109.9776,4.66,69,0,24.54,clear sky
536,Rio De Janeiro,BR,-22.9028,-43.2075,84.2,65,40,2.3,scattered clouds
537,Estelle,US,29.8458,-90.1067,50.0,71,90,12.66,overcast clouds
538,Mana,GF,5.6592,-53.7767,77.23,88,100,8.05,overcast clouds
539,Vao,NC,-22.6667,167.4833,79.2,85,88,19.3,light rain
540,Totness,SR,5.8833,-56.3167,77.49,87,98,9.46,light rain
541,Berdigestyakh,RU,62.0989,126.6992,-21.48,86,100,5.19,overcast clouds
542,Lermontovka,RU,47.1453,134.3383,-11.58,81,100,6.71,overcast clouds
543,El Dorado,US,38.7666,-120.5177,45.0,70,1,7.34,clear sky
544,Changli,CN,39.7042,119.1506,11.82,57,0,15.86,clear sky
545,Moron,AR,-34.6534,-58.6198,82.0,41,35,1.01,scattered clouds
546,Ojinaga,MX,29.5667,-104.4167,48.2,49,1,13.8,clear sky
547,Acapulco,MX,16.8634,-99.8901,77.0,83,75,4.52,broken clouds
548,Garowe,SO,8.4054,48.4845,62.82,65,0,9.46,clear sky
549,Valparaiso,CL,-33.0393,-71.6273,57.2,100,90,5.75,overcast clouds
550,Wonthaggi,AU,-38.6044,145.5913,82.99,46,0,5.99,clear sky
551,Ossora,RU,59.2353,163.0719,-7.4,81,23,5.35,few clouds
552,Severnoye,RU,56.3491,78.3619,-11.63,88,96,1.52,overcast clouds
553,Yalta,UA,44.5,34.1667,50.14,63,99,3.74,overcast clouds
554,Baruun-Urt,MN,46.6806,113.2792,-6.11,85,0,10.54,clear sky
555,Blagoyevo,RU,63.3667,47.9167,-8.5,90,72,4.56,broken clouds
556,Macapa,BR,0.0389,-51.0664,80.6,89,40,5.75,scattered clouds
557,Lorengau,PG,-2.0226,147.2712,85.71,71,95,7.45,overcast clouds
558,Byron Bay,AU,-28.65,153.6167,69.8,83,90,17.27,light rain
559,Palizada,MX,18.25,-92.0833,70.2,97,99,5.57,moderate rain
560,Laredo,US,27.5064,-99.5075,53.6,32,1,6.91,clear sky
561,Portland,US,45.5234,-122.6762,48.99,71,75,18.41,broken clouds
562,Beeville,US,28.4008,-97.7483,54.0,57,1,5.75,clear sky
563,Colesberg,ZA,-30.72,25.0972,70.63,53,3,3.42,clear sky
564,Novonukutskiy,RU,53.7002,102.7117,2.32,90,70,10.76,broken clouds
565,Muros,ES,42.7762,-9.0603,35.01,93,2,3.0,clear sky
566,Mount Gambier,AU,-37.8333,140.7667,82.4,28,0,9.22,clear sky
567,Makakilo City,US,21.3469,-158.0858,78.8,69,1,6.91,clear sky
568,Urucara,BR,-2.5364,-57.76,76.91,83,41,1.72,scattered clouds
569,Trelew,AR,-43.249,-65.3051,58.51,53,0,7.18,clear sky
570,Carroll,US,39.5501,-77.0164,33.8,75,1,5.75,clear sky
571,Raudeberg,NO,61.9875,5.1352,35.01,72,95,6.69,overcast clouds
572,Lac Du Bonnet,CA,50.2536,-96.0612,30.99,100,100,3.0,overcast clouds
573,Belmonte,BR,-15.8631,-38.8828,77.0,78,40,5.75,scattered clouds
574,Russell,US,32.3502,-85.1999,44.6,81,90,9.22,overcast clouds
575,Shache,CN,38.4167,77.2406,16.61,88,52,7.18,broken clouds
576,Lakes Entrance,AU,-37.8811,147.981,75.0,61,0,7.0,clear sky
577,Carcassonne,FR,43.25,2.1667,30.2,80,0,9.22,clear sky
578,Daru,PG,-9.0763,143.2092,86.99,66,100,3.76,light rain
579,Pargolovo,RU,60.0869,30.2718,24.8,86,75,8.95,broken clouds
580,Lockhart,US,28.6194,-81.4426,68.0,68,90,10.36,overcast clouds
581,Najran,SA,17.4924,44.1277,51.8,50,0,1.48,clear sky
582,Roma,US,43.2128,-75.4557,25.0,74,90,5.75,overcast clouds
583,Morris,US,40.8334,-74.5329,30.99,69,1,4.61,clear sky
584,Chernyshevskiy,RU,63.0128,112.4714,4.98,95,100,9.22,overcast clouds
585,Wairoa,NZ,-39.0333,177.3667,72.19,60,86,6.73,overcast clouds
586,Rosamorada,MX,22.1222,-105.2058,65.71,82,86,2.3,overcast clouds
587,Wangaratta,AU,-36.3667,146.3333,84.99,21,0,6.91,clear sky
588,Bar Harbor,US,44.3876,-68.2039,28.99,74,1,6.91,clear sky
589,Itapecerica,BR,-20.4725,-45.1256,68.36,93,100,2.86,overcast clouds
590,Bo Phloi,TH,14.3236,99.5161,87.01,57,46,16.24,scattered clouds
591,Donskoye,RU,45.4552,41.9741,44.01,70,0,2.24,light rain
592,Gornopravdinsk,RU,60.05,69.9,-3.46,92,100,8.37,light snow
593,Bandarbeyla,SO,9.4942,50.8122,73.96,67,6,22.82,clear sky
594,Thinadhoo,MV,0.5333,72.9333,83.16,79,96,15.64,light rain
595,Iskateley,RU,67.6803,53.1512,-2.81,93,34,4.18,scattered clouds
596,La Malbaie,CA,47.6575,-70.1559,26.6,74,1,8.05,clear sky
597,Bridlington,GB,54.0831,-0.1919,37.0,90,100,3.0,overcast clouds
598,Boa Vista,BR,2.8197,-60.6733,75.2,88,75,4.61,moderate rain
599,Sovetskaya Gavan,RU,48.9723,140.2878,-2.34,73,31,10.25,scattered clouds
600,Onguday,RU,50.75,86.15,-1.08,74,81,2.48,broken clouds
601,Moerai,PF,-22.4333,-151.3333,78.8,77,46,13.44,light rain
602,Buala,SB,-8.145,159.5921,79.3,87,100,9.57,moderate rain
603,Rio Grande,BR,-32.035,-52.0986,66.99,93,1,6.76,clear sky
604,Hatfield,GB,51.7634,-0.2242,30.99,100,90,3.44,mist
605,Kattivakkam,IN,13.2167,80.3167,80.6,89,75,8.05,mist
606,Kamenka,RU,51.3223,42.7678,33.01,97,100,13.0,snow
607,Pauini,BR,-7.7136,-66.9764,72.55,97,100,3.27,overcast clouds
608,Baiyin,CN,36.5583,104.2081,23.0,37,0,4.47,clear sky
609,Ahuimanu,US,21.4447,-157.8378,78.8,69,75,5.75,broken clouds
610,Nanpiao,CN,41.0982,120.7479,6.24,57,0,9.15,clear sky
611,Flinders,AU,-34.5833,150.8552,73.99,82,90,10.36,overcast clouds
612,Kokstad,ZA,-30.5472,29.4241,60.85,81,0,4.81,clear sky
613,Ploemeur,FR,47.7333,-3.4333,26.6,100,0,4.61,clear sky
614,Sultanpur,IN,26.2667,82.0667,69.08,54,0,3.56,clear sky
615,Lata,PT,40.1629,-8.3327,39.99,86,93,3.44,overcast clouds
616,Stepnoye,RU,51.4,46.8667,30.0,95,100,1.99,overcast clouds
617,Veshenskaya,RU,49.6303,41.7334,37.2,94,100,18.12,light rain
618,Kirakira,SB,-10.4544,161.9205,82.0,81,100,12.73,moderate rain
619,Meulaboh,ID,4.1363,96.1285,85.33,65,15,1.32,few clouds
620,Jiaocheng,CN,24.6774,116.1389,41.02,54,92,6.24,overcast clouds
621,Chumikan,RU,54.7183,135.315,-17.19,80,100,16.73,overcast clouds
622,Ulaangom,MN,49.9811,92.0667,-25.08,82,0,1.32,clear sky
623,Neiafu,TO,-18.65,-173.9833,80.6,83,75,5.75,broken clouds
624,Kitimat,CA,54.0524,-128.6534,32.0,96,100,6.46,overcast clouds
625,Boende,CD,-0.2167,20.8667,70.18,98,100,3.15,overcast clouds
626,Teguldet,RU,57.3064,88.1667,-11.09,83,100,5.7,overcast clouds
627,Makuyuni,TZ,-4.7333,38.1,70.72,75,34,2.62,scattered clouds
628,Show Low,US,34.2542,-110.0298,33.8,29,1,3.13,clear sky
629,Alekseyevka,RU,50.6309,38.6903,38.1,90,100,15.37,light rain
630,Letterkenny,IE,54.95,-7.7333,33.35,90,49,7.96,light snow
631,Houma,US,29.5958,-90.7195,48.2,66,90,12.66,overcast clouds
632,Bireun,ID,5.203,96.7009,83.08,72,53,5.08,light rain
633,Nichinan,JP,31.6,131.3667,41.0,33,40,9.22,scattered clouds
634,Nishihara,JP,26.1842,127.7558,55.4,67,75,19.57,light rain
635,Malanje,AO,-9.5402,16.341,62.73,97,100,3.47,overcast clouds
636,Burewala,PK,30.1667,72.65,58.91,48,0,1.86,clear sky
637,Murud,IN,18.3258,72.965,79.95,71,30,2.08,scattered clouds
638,Bom Conselho,BR,-9.1697,-36.6797,67.51,92,29,7.38,scattered clouds
639,Komsomolskiy,UZ,40.4272,71.7189,21.2,73,90,4.61,light snow
640,Berbera,SO,10.4396,45.0143,72.93,63,14,9.66,few clouds
641,Talara,PE,-4.5772,-81.2719,69.33,87,99,8.37,overcast clouds
642,Butembo,CD,0.15,29.2833,58.66,77,80,1.95,broken clouds
643,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.74,98,100,1.25,light rain
644,Dostpur,IN,26.2833,82.4667,69.66,54,0,5.01,clear sky
645,Mariental,NA,-24.6333,17.9667,78.33,48,35,2.24,scattered clouds
646,Semnan,IR,35.5729,53.3971,31.98,82,20,1.9,few clouds
647,Saint-Augustin,CA,51.226,-58.6502,41.29,87,100,20.51,moderate rain
648,Mazagao,BR,-0.115,-51.2894,80.6,89,40,5.75,moderate rain
649,Rundu,NA,-17.9333,19.7667,67.89,93,100,6.96,moderate rain
650,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.43,86,94,3.74,overcast clouds
651,Loa Janan,ID,-0.583,117.095,81.9,71,97,2.46,overcast clouds
652,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.88,92,13,3.62,few clouds
653,Andenes,NO,69.3143,16.1194,30.2,86,90,16.11,light snow
654,Montlucon,FR,46.3333,2.6,32.0,96,97,2.73,overcast clouds
655,Djambala,CG,-2.5447,14.7533,66.61,89,100,1.01,light rain
656,Dudinka,RU,69.4058,86.1778,-4.45,91,100,18.48,light snow
657,North Bend,US,43.4065,-124.2243,48.2,71,40,8.05,scattered clouds
658,Zuenoula,CI,7.4292,-6.0431,73.65,84,100,4.38,overcast clouds
659,Coos Bay,US,43.3665,-124.2179,48.2,71,40,8.05,scattered clouds
660,Guilin,CN,25.2819,110.2864,37.4,44,75,11.18,broken clouds
661,Curitibanos,BR,-27.2828,-50.5844,62.8,99,100,1.32,overcast clouds
662,Nyurba,RU,63.2842,118.3319,1.06,93,97,5.68,overcast clouds
663,Sola,VU,-13.8833,167.55,89.6,70,75,5.75,broken clouds
664,Areka,ET,7.0667,37.7,58.5,47,81,4.97,broken clouds
665,Aasiaat,GL,68.7098,-52.8699,3.96,92,100,4.85,overcast clouds
666,Nueva Italia,PY,-25.6167,-57.5,77.0,94,75,4.61,broken clouds
667,Gonen,TR,40.1049,27.654,53.6,82,0,11.5,clear sky
668,Ibimirim,BR,-8.5406,-37.6903,71.71,83,10,5.88,clear sky
669,Deputatskiy,RU,69.3,139.9,-15.25,89,100,4.45,overcast clouds
670,Trat,TH,12.5,102.5,90.0,48,20,13.8,few clouds
671,Sorland,NO,67.667,12.6934,34.29,86,100,16.87,overcast clouds
672,Fuzhou,CN,26.0614,119.3061,42.8,61,75,15.66,broken clouds
